Recife, Brasil|LIGHT|LOW|3|1|0|San Pablo, Brasil
Kumamoto, Japon|LIGHT|HIGH|23|1|4|Narita, Japon
La Serena, Chile|HEAVY|LOW|4|1|0|Santiago De Chile, Chile
Montevideo, Uruguay|LIGHT|LOW|115|1|0|San Pablo, Brasil
Madrid, España|HEAVY|LOW|55|1|14|Santa Marta, Colombia
Bogota, Colombia|HEAVY|LOW|16|1|0|Madrid, España
Buenos Aires, Argentina|LIGHT|MEDIUM|37|4|12|Neuquen, Argentina
Curitiba, Brasil|LIGHT|HIGH|33|3|6|Peña, Brasil
Gerona, España|HEAVY|HIGH|1|1|5|Santiago De Chile, Chile
Barcelona, España|HEAVY|HIGH|1|1|1|Gerona, España
Barcelona, España|HEAVY|MEDIUM|113|2|9|Londres, Reino Unido
Bruselas, Belgica|LIGHT|LOW|66|2|1|Paris, Francia
Brasilia, Brasil|LIGHT|MEDIUM|18|1|5|Manaos, Brasil
Lisboa, Portugal|LIGHT|MEDIUM|41|1|11|San Pablo, Brasil
Balneario Camboriu, Brasil|LIGHT|MEDIUM|7|1|3|Florianopolis, Brasil
Belo Horizonte, Brasil|LIGHT|MEDIUM|10|1|0|San Pablo, Brasil
Cayenne, Guayana Francesa|HEAVY|MEDIUM|46|9|7|Santiago De Chile, Chile
San Carlos De Bariloche, Argentina|HEAVY|HIGH|7|3|0|San Miguel De Tucuman, Argentina
Lima, Peru|HEAVY|HIGH|7|1|14|Rosario, Argentina
Belo Horizonte, Brasil|HEAVY|HIGH|9|2|0|Ribeirao Preto, Brasil
Brasilia, Brasil|HEAVY|HIGH|6|1|2|Foz De Iguazu, Brasil
Mexicali, Mexico|HEAVY|HIGH|161|5|3|Tijuana, Mexico
Navegantes, Brasil|HEAVY|HIGH|40|3|0|San Pablo, Brasil
Guarullos, Brasil|LIGHT|MEDIUM|27|1|0|San Pablo, Brasil
Barcelona, España|HEAVY|MEDIUM|179|2|3|Berlin, Alemania
Araçatuba, Brasil|HEAVY|HIGH|24|2|0|Berlin, Alemania
Cancun, Mexico|LIGHT|LOW|130|2|31|Dusseldorf, Alemania
Cusco, Peru|HEAVY|MEDIUM|13|1|8|Lima, Peru
Chihuahua, Mexico|HEAVY|HIGH|16|1|3|Ciudad De Mexico, Mexico
Arraial Do Cabo, Brasil|HEAVY|HIGH|41|2|3|Rio De Janeiro, Brasil
Madrid, España|LIGHT|HIGH|20|2|1|Paris, Francia
Buzios, Brasil|LIGHT|LOW|0|1|4|Rio De Janeiro, Brasil
Madrid, España|HEAVY|MEDIUM|5|4|1|Milan, Italia
Barcelona, España|HEAVY|MEDIUM|2|1|1|Madrid, España
Cascavel, Brasil|HEAVY|LOW|16|1|0|Recife, Brasil
Arraial Do Cabo, Brasil|LIGHT|MEDIUM|27|4|5|Rio De Janeiro, Brasil
Ciudad De Mexico, Mexico|HEAVY|MEDIUM|10|1|0|Guadalajara, Mexico
Cancun, Mexico|LIGHT|MEDIUM|6|2|1|Villahermosa, Mexico
Ciudad De Mexico, Mexico|HEAVY|HIGH|41|2|1|Toronto, Canada
Brasilia, Brasil|LIGHT|LOW|3|1|0|Salvador, Brasil
Guarullos, Brasil|HEAVY|HIGH|16|2|1|San Pablo, Brasil
Montevideo, Uruguay|LIGHT|MEDIUM|74|2|7|Punta Del Este, Uruguay
Amsterdam, Holanda|HEAVY|MEDIUM|1|2|3|Madrid, España
Gramado, Brasil|LIGHT|MEDIUM|60|3|2|Porto Alegre, Brasil
Joinville, Brasil|LIGHT|LOW|3|2|4|Porto, Portugal
Praia Do Forte, Brasil|LIGHT|HIGH|15|2|5|Salvador, Brasil
Porto Alegre, Brasil|HEAVY|HIGH|6|1|0|Rio De Janeiro, Brasil
Curitiba, Brasil|HEAVY|HIGH|6|1|1|Porto Alegre, Brasil
Natal, Brasil|LIGHT|MEDIUM|3|2|5|Recife, Brasil
Joao Pessoa, Brasil|LIGHT|MEDIUM|3|2|3|Natal, Brasil
Cordoba, Argentina|HEAVY|MEDIUM|7|1|0|Mendoza, Argentina
Buenos Aires, Argentina|HEAVY|MEDIUM|2|1|0|Cordoba, Argentina
San Francisco, Estados Unidos|LIGHT|HIGH|109|2|4|Santiago De Chile, Chile
Rio De Janeiro, Brasil|HEAVY|HIGH|8|1|2|San Pablo, Brasil
Foz De Iguazu, Brasil|HEAVY|HIGH|14|1|1|Rio De Janeiro, Brasil
Independence, Estados Unidos|LIGHT|HIGH|2|2|2|Kansas City, Estados Unidos
Ciudad De Mexico, Mexico|LIGHT|LOW|14|1|3|Reynosa, Mexico
Buzios, Brasil|LIGHT|MEDIUM|117|2|6|Rio De Janeiro, Brasil
Fortaleza, Brasil|LIGHT|MEDIUM|57|2|7|Foz De Iguazu, Brasil
Houston, Estados Unidos|HEAVY|LOW|110|3|8|Siracusa, Estados Unidos
Buzios, Brasil|LIGHT|MEDIUM|39|2|0|Rio De Janeiro, Brasil
Guarullos, Brasil|LIGHT|MEDIUM|22|1|3|San Pablo, Brasil
La Paz, Mexico|HEAVY|HIGH|2|1|0|Las Vegas, Estados Unidos
Lima, Peru|HEAVY|HIGH|11|1|0|Tarapoto, Peru
Iquitos, Peru|HEAVY|HIGH|58|2|1|Lima, Peru
Barranquilla, Colombia|LIGHT|HIGH|7|1|3|Bogota, Colombia
Chiclayo, Peru|HEAVY|HIGH|2|2|2|Piura, Peru
Cancun, Mexico|LIGHT|HIGH|8|3|5|Riviera Maya, Mexico
Ouro Preto, Brasil|HEAVY|HIGH|0|2|1|San Pablo, Brasil
Ipatinga, Brasil|HEAVY|HIGH|15|1|0|Ouro Preto, Brasil
Madrid, España|LIGHT|UNKNOWN|13|1|88|Santa Marta, Colombia
Cartagena De Indias, Colombia|LIGHT|UNKNOWN|55|2|3|Madrid, España
Natal, Brasil|LIGHT|LOW|4|3|8|Porto Alegre, Brasil
Barcelona, España|LIGHT|HIGH|144|2|0|Dublin, Irlanda
Guadalajara, Mexico|LIGHT|LOW|1|1|0|Tapachula, Mexico
Merida, Mexico|HEAVY|HIGH|1|4|1|Morelia, Mexico
Guadalajara, Mexico|HEAVY|HIGH|2|2|1|Merida, Mexico
Neuquen, Argentina|HEAVY|HIGH|10|2|2|Rosario, Argentina
Cascavel, Brasil|HEAVY|MEDIUM|50|2|0|Florianopolis, Brasil
Monterrey, Mexico|HEAVY|HIGH|4|1|2|Puebla, Mexico
Bogota, Colombia|LIGHT|MEDIUM|1|1|0|Medellin, Colombia
Puerto Iguazu, Argentina|HEAVY|HIGH|51|1|2|Santa Cruz, Bolivia
Guadalajara, Mexico|LIGHT|LOW|29|3|0|Oaxaca, Mexico
Chiclayo, Peru|LIGHT|LOW|18|1|0|Lima, Peru
Nueva York, Estados Unidos|LIGHT|MEDIUM|41|1|12|Orlando, Estados Unidos
Buenos Aires, Argentina|HEAVY|MEDIUM|4|1|4|Junin, Argentina
Rosario, Argentina|HEAVY|HIGH|0|1|1|San Miguel De Tucuman, Argentina
Fuzhou, Republica Popular China|HEAVY|HIGH|58|2|0|San Pablo, Brasil
Brasilia, Brasil|HEAVY|HIGH|7|5|3|Fuzhou, Republica Popular China
Belo Horizonte, Brasil|HEAVY|HIGH|0|3|1|Brasilia, Brasil
Beijing, Republica Popular China|HEAVY|HIGH|65|2|4|Belo Horizonte, Brasil
Acapulco, Mexico|LIGHT|MEDIUM|1|1|0|Ciudad De Mexico, Mexico
Dallas, Estados Unidos|HEAVY|MEDIUM|12|1|1|Los Angeles, Estados Unidos
Aruba, Aruba|HEAVY|MEDIUM|77|2|6|Fort Lauderdale, Estados Unidos
Maringa, Brasil|LIGHT|MEDIUM|63|1|3|San Pablo, Brasil
Atenas, Grecia|HEAVY|MEDIUM|41|2|0|Paris, Francia
Brasilia, Brasil|LIGHT|MEDIUM|75|2|0|Joao Pessoa, Brasil
Orlando, Estados Unidos|HEAVY|MEDIUM|327|2|1|San Francisco, Estados Unidos
Nuevo Vallarta, Mexico|LIGHT|MEDIUM|17|4|3|Puerto Vallarta, Mexico
Cancun, Mexico|LIGHT|MEDIUM|121|2|6|Playa Del Carmen, Mexico
Boa Vista, Brasil|HEAVY|HIGH|0|1|1|San Pablo, Brasil
Navegantes, Brasil|HEAVY|LOW|208|6|5|Peña, Brasil
Miami, Estados Unidos|LIGHT|HIGH|32|1|15|Orlando, Estados Unidos
Miami, Estados Unidos|HEAVY|MEDIUM|39|2|10|Panama, Panama
Rio De Janeiro, Brasil|HEAVY|HIGH|5|3|3|San Luis Potosi, Mexico
Raunheim, Alemania|HEAVY|HIGH|68|1|5|Rio De Janeiro, Brasil
Puerto Vallarta, Mexico|HEAVY|HIGH|70|1|1|Raunheim, Alemania
Nueva Orleans, Estados Unidos|HEAVY|HIGH|63|1|6|Puerto Vallarta, Mexico
Monterrey, Mexico|HEAVY|HIGH|5|1|1|Nueva Orleans, Estados Unidos
Mexicali, Mexico|HEAVY|HIGH|29|1|1|Monterrey, Mexico
Merida, Mexico|HEAVY|HIGH|18|1|5|Mexicali, Mexico
Culiacan, Mexico|HEAVY|HIGH|9|1|1|Merida, Mexico
Cuernavaca, Mexico|HEAVY|HIGH|6|1|2|Culiacan, Mexico
Ciudad De Mexico, Mexico|HEAVY|HIGH|68|2|1|Cuernavaca, Mexico
Cartagena De Indias, Colombia|HEAVY|HIGH|62|1|4|Ciudad De Mexico, Mexico
Acapulco, Mexico|HEAVY|HIGH|13|2|1|Cartagena De Indias, Colombia
Nueva York, Estados Unidos|LIGHT|HIGH|7|1|10|San Carlos De Bariloche, Argentina
Gramado, Brasil|HEAVY|MEDIUM|28|2|3|Porto Alegre, Brasil
Roma, Italia|LIGHT|MEDIUM|84|2|15|San Pablo, Brasil
Roissy-En-France, Francia|LIGHT|MEDIUM|81|2|1|Roma, Italia
Paris, Francia|LIGHT|MEDIUM|81|2|5|Roissy-En-France, Francia
Bogota, Colombia|LIGHT|MEDIUM|73|1|16|Cali, Colombia
Buenos Aires, Argentina|HEAVY|HIGH|117|1|15|Orlando, Estados Unidos
Yangon, Myanmar [Birmania]|HEAVY|HIGH|145|2|1|Yangoon, Myanmar [Birmania]
Sandoway, Myanmar [Birmania]|HEAVY|HIGH|145|2|0|Yangon, Myanmar [Birmania]
Bangkok, Tailandia|HEAVY|HIGH|151|2|11|Sandoway, Myanmar [Birmania]
Rio De Janeiro, Brasil|HEAVY|HIGH|3|1|1|San Pablo, Brasil
Goiania, Brasil|HEAVY|HIGH|0|1|1|Rio De Janeiro, Brasil
Nueva York, Estados Unidos|LIGHT|LOW|29|1|25|Piura, Peru
Cancun, Mexico|HEAVY|LOW|7|1|0|Guadalajara, Mexico
Ciudad Juarez, Mexico|HEAVY|MEDIUM|18|1|0|Guadalajara, Mexico
Porto De Galinhas, Brasil|HEAVY|LOW|149|2|0|Recife, Brasil
Nueva York, Estados Unidos|HEAVY|HIGH|15|2|7|Rimini, Italia
Bolonia, Italia|HEAVY|HIGH|0|4|1|Nueva York, Estados Unidos
Joao Pessoa, Brasil|HEAVY|HIGH|1|1|8|San Pablo, Brasil
Ji Parana, Brasil|HEAVY|HIGH|3|1|8|Joao Pessoa, Brasil
Rio De Janeiro, Brasil|LIGHT|HIGH|7|2|2|San Pablo, Brasil
Medellin, Colombia|LIGHT|HIGH|22|1|7|Sevilla, España
Ciudad De Mexico, Mexico|LIGHT|HIGH|20|1|4|Medellin, Colombia
Buenos Aires, Argentina|LIGHT|HIGH|60|1|65|Ciudad De Mexico, Mexico
Bruselas, Belgica|LIGHT|HIGH|91|1|14|Buenos Aires, Argentina
Miami, Estados Unidos|HEAVY|HIGH|136|1|26|Nueva York, Estados Unidos
Bogota, Colombia|HEAVY|LOW|2|1|0|Valledupar, Colombia
San Pablo, Brasil|HEAVY|HIGH|9|2|1|Santiago De Chile, Chile
Bogota, Colombia|HEAVY|HIGH|0|2|1|Los Angeles, Estados Unidos
Arequipa, Peru|HEAVY|MEDIUM|1|2|2|Paracas, Peru
La Habana, Cuba|LIGHT|HIGH|12|1|5|Veracruz, Mexico
Ciudad De Mexico, Mexico|LIGHT|HIGH|3|2|0|La Habana, Cuba
Cancun, Mexico|LIGHT|HIGH|1|1|0|Ciudad De Mexico, Mexico
Gramado, Brasil|LIGHT|MEDIUM|44|2|5|Porto Alegre, Brasil
Barcelona, España|LIGHT|MEDIUM|2|1|0|Estambul, Turquia
Morro De San Pablo, Brasil|HEAVY|MEDIUM|32|2|5|Salvador, Brasil
Cancun, Mexico|HEAVY|HIGH|6|3|4|Ciudad Juarez, Mexico
Porto Alegre, Brasil|HEAVY|LOW|6|1|1|Rio De Janeiro, Brasil
Campinas, Brasil|LIGHT|HIGH|22|2|3|San Pablo, Brasil
Medellin, Colombia|LIGHT|UNKNOWN|9|1|0|Panama, Panama
Cusco, Peru|LIGHT|UNKNOWN|23|2|3|Medellin, Colombia
Bogota, Colombia|LIGHT|MEDIUM|23|3|15|Monteria, Colombia
Cancun, Mexico|LIGHT|MEDIUM|2|2|15|Ciudad De Mexico, Mexico
Cartagena De Indias, Colombia|LIGHT|LOW|8|2|0|Medellin, Colombia
Porto Alegre, Brasil|HEAVY|MEDIUM|6|1|3|Sao Leopoldo, Brasil
Ilheus, Brasil|HEAVY|MEDIUM|46|3|7|Porto Alegre, Brasil
San Martin De Los Andes, Argentina|HEAVY|MEDIUM|80|1|3|Shanghai, Republica Popular China
Cascavel, Brasil|LIGHT|MEDIUM|14|1|1|Guaira, Brasil
Iquique, Chile|LIGHT|HIGH|145|4|5|Santiago De Chile, Chile
Buenos Aires, Argentina|HEAVY|HIGH|24|1|3|Cordoba, Argentina
Puerto Iguazu, Argentina|LIGHT|MEDIUM|169|4|1|San Miguel De Tucuman, Argentina
Ciudad De Mexico, Mexico|HEAVY|HIGH|11|1|0|Mazatlan, Mexico
Purmamarca, Argentina|LIGHT|HIGH|56|3|1|Salta, Argentina
Curitiba, Brasil|LIGHT|HIGH|18|1|2|Florianopolis, Brasil
Blumenau, Brasil|LIGHT|HIGH|12|1|2|Curitiba, Brasil
Barueri, Brasil|LIGHT|HIGH|5|1|4|Blumenau, Brasil
Barueri, Brasil|HEAVY|MEDIUM|0|2|3|Porto Seguro, Brasil
Lima, Peru|LIGHT|HIGH|111|1|0|Montreal, Canada
Puerto Iguazu, Argentina|HEAVY|HIGH|97|2|7|San Pablo, Brasil
Buenos Aires, Argentina|HEAVY|MEDIUM|22|1|7|Cordoba, Argentina
Guayaquil, Ecuador|LIGHT|HIGH|120|1|20|Orlando, Estados Unidos
Nueva York, Estados Unidos|HEAVY|HIGH|2|3|4|Orlando, Estados Unidos
Miami, Estados Unidos|HEAVY|HIGH|74|5|7|Nueva York, Estados Unidos
Bilbao, España|HEAVY|HIGH|87|1|1|La Coruña, España
Roma, Italia|LIGHT|MEDIUM|11|2|5|Venecia, Italia
Aracaju, Brasil|HEAVY|MEDIUM|0|2|1|Recife, Brasil
Buenos Aires, Argentina|HEAVY|HIGH|1|1|0|Miami, Estados Unidos
Hermosillo, Mexico|HEAVY|HIGH|0|2|1|Tijuana, Mexico
Cuiaba, Brasil|LIGHT|HIGH|0|1|1|Vitoria, Brasil
Lisboa, Portugal|LIGHT|UNKNOWN|10|2|1|Marshall, Estados Unidos
Montevideo, Uruguay|LIGHT|MEDIUM|11|1|0|San Pablo, Brasil
La Habana, Cuba|LIGHT|MEDIUM|66|1|22|Montevideo, Uruguay
Colorado Springs, Estados Unidos|LIGHT|HIGH|-1|1|7|Guarullos, Brasil
Miami Beach, Estados Unidos|LIGHT|LOW|92|2|5|Miami, Estados Unidos
Osorno, Chile|HEAVY|LOW|1|2|1|Puyehue, Chile
Buenos Aires, Argentina|HEAVY|LOW|2|1|0|Osorno, Chile
Barranquilla, Colombia|LIGHT|LOW|46|1|0|Bogota, Colombia
Madrid, España|HEAVY|MEDIUM|15|3|1|Marrakech, Marruecos
Ciudad De Mexico, Mexico|LIGHT|MEDIUM|41|2|0|Ciudad Juarez, Mexico
Bucaramanga, Colombia|HEAVY|MEDIUM|4|1|2|Valledupar, Colombia
Lima, Peru|HEAVY|MEDIUM|28|1|5|Rio De Janeiro, Brasil
Chihuahua, Mexico|LIGHT|MEDIUM|9|2|0|Ciudad De Mexico, Mexico
Rio De Janeiro, Brasil|LIGHT|LOW|6|1|0|San Pablo, Brasil
Natal, Brasil|LIGHT|LOW|33|2|5|Rio De Janeiro, Brasil
Cayenne, Guayana Francesa|LIGHT|LOW|3|1|12|Natal, Brasil
